days_since_signup,sessions_7d,content_hours_7d,downloads_7d,paywall_views_7d,country_tier,converted
40,3,4.64,1,0,Tier_3,1
27,2,2.81,0,0,Tier_3,0
13,4,1.89,0,0,Tier_2,0
45,5,5.1,2,1,Tier_2,1
33,3,6.2,0,1,Tier_3,1
6,2,1.6,2,2,Tier_2,1
24,0,3.84,0,1,Tier_3,1
19,3,2.7,2,0,Tier_1,1
16,1,4.4,1,0,Tier_2,1
40,6,2.73,0,1,Tier_3,1
28,4,3.51,2,2,Tier_1,1
33,3,1.95,4,1,Tier_2,1
59,7,2.33,0,3,Tier_1,1
59,4,9.92,1,1,Tier_1,1
48,3,2.62,0,3,Tier_1,1
41,1,0.53,0,1,Tier_2,1
13,2,0.69,2,0,Tier_2,1
43,1,1.4,0,1,Tier_2,1
45,4,0.54,0,1,Tier_2,0
25,2,1.78,1,1,Tier_2,1
53,1,2.55,1,2,Tier_2,0
42,2,2.51,2,2,Tier_2,1
36,1,5.05,1,1,Tier_2,1
27,3,2.88,1,0,Tier_3,1
38,1,3.42,0,1,Tier_3,0
7,3,9.97,0,1,Tier_2,1
5,3,2.69,0,0,Tier_2,1
43,1,4.72,1,0,Tier_1,1
45,2,1.65,0,4,Tier_1,1
58,3,3.49,0,2,Tier_3,1
57,6,4.89,2,2,Tier_2,1
51,3,2.27,1,0,Tier_2,1
31,5,7.41,1,0,Tier_1,1
23,1,4.01,1,1,Tier_3,1
42,2,4.96,1,0,Tier_1,1
10,3,3.78,3,0,Tier_3,0
32,3,3.66,3,1,Tier_1,1
43,1,1.13,0,4,Tier_2,0
53,3,6.45,1,1,Tier_2,1
30,3,6.31,3,0,Tier_2,1
39,1,1.97,0,0,Tier_2,0
31,3,5.02,1,2,Tier_1,1
18,2,1.46,3,1,Tier_1,1
36,4,4.44,0,1,Tier_2,1
2,4,2.83,1,2,Tier_2,1
14,3,1.72,1,0,Tier_2,1
13,4,0.85,1,0,Tier_1,1
29,5,4.03,3,1,Tier_3,1
12,3,5.78,0,2,Tier_3,1
39,2,0.8,1,1,Tier_3,0
2,6,2.59,2,1,Tier_1,1
32,2,2.49,0,3,Tier_3,1
13,2,0.44,0,1,Tier_3,1
46,4,1.66,1,1,Tier_2,1
27,1,4.85,0,2,Tier_1,1
49,0,0.86,1,1,Tier_2,0
41,4,5.23,1,0,Tier_2,1
17,4,4.45,3,1,Tier_2,1
40,2,3.02,0,4,Tier_1,1
31,0,0.6,0,1,Tier_2,1
34,3,1.59,1,1,Tier_2,1
24,6,5.34,2,2,Tier_2,1
45,4,0.88,1,1,Tier_2,1
35,3,0.66,1,2,Tier_2,1
48,1,4.49,1,0,Tier_1,0
6,4,0.77,2,0,Tier_1,1
19,4,1.05,0,3,Tier_2,1
30,2,4.38,2,1,Tier_2,1
7,7,0.9,0,1,Tier_2,1
10,2,1.19,0,2,Tier_2,1
41,4,5.05,2,1,Tier_2,1
32,1,1.02,2,1,Tier_1,1
34,3,1.29,1,0,Tier_3,1
28,0,6.85,1,1,Tier_2,1
15,1,5.36,1,4,Tier_2,1
30,3,1.2,2,0,Tier_1,1
37,2,1.05,0,1,Tier_2,0
29,2,1.96,1,3,Tier_1,1
22,2,3.08,3,2,Tier_2,1
4,4,3.89,1,3,Tier_2,1
20,2,2.53,1,1,Tier_2,1
32,3,1.85,1,2,Tier_3,1
36,4,5.29,3,1,Tier_1,1
50,3,2.56,1,2,Tier_1,1
4,5,2.86,1,0,Tier_1,1
27,1,1.5,1,1,Tier_3,1
17,6,6.26,1,1,Tier_1,1
12,3,1.94,0,1,Tier_3,1
22,4,1.2,0,1,Tier_3,1
17,4,0.91,0,0,Tier_3,1
10,4,1.05,0,1,Tier_3,1
54,2,2.95,0,2,Tier_1,1
1,6,3.5,0,1,Tier_2,1
22,1,7.07,1,1,Tier_2,1
26,6,2.9,2,1,Tier_2,1
56,3,1.54,1,1,Tier_2,1
59,3,8.19,1,2,Tier_2,1
18,2,6.14,1,0,Tier_3,1
50,3,1.19,1,0,Tier_2,0
14,5,0.63,3,4,Tier_2,1
47,4,1.79,3,1,Tier_2,1
29,4,0.21,2,1,Tier_2,0
12,2,0.69,1,1,Tier_1,1
36,4,5.69,0,1,Tier_1,1
59,5,3.37,2,1,Tier_3,1
35,3,2.37,2,0,Tier_1,1
52,5,2.94,2,0,Tier_1,1
12,1,1.2,1,1,Tier_1,1
7,4,3.37,2,0,Tier_3,0
29,3,8.16,0,0,Tier_1,1
11,6,3.82,2,1,Tier_1,1
33,4,0.73,0,0,Tier_1,1
6,3,2.01,0,2,Tier_1,1
47,2,4.68,0,1,Tier_2,1
15,3,1.26,1,2,Tier_3,1
32,3,2.43,1,5,Tier_2,1
51,1,1.38,1,0,Tier_1,0
11,2,6.05,2,1,Tier_3,1
58,3,3.32,0,1,Tier_2,0
23,4,1.75,0,1,Tier_1,1
26,3,3.21,2,1,Tier_3,1
34,1,2.91,1,4,Tier_1,1
46,1,0.13,2,0,Tier_1,1
34,1,1.35,1,0,Tier_2,1
29,4,4.58,1,2,Tier_1,1
4,2,3.7,1,0,Tier_1,1
17,4,1.85,1,0,Tier_2,1
35,2,3.72,0,0,Tier_2,1
13,3,6.12,0,1,Tier_3,1
41,5,1.96,1,2,Tier_2,1
39,4,1.98,2,1,Tier_1,1
15,3,3.6,2,1,Tier_1,1
55,1,3.09,0,1,Tier_2,1
29,4,7.31,2,3,Tier_2,1
29,4,5.98,2,2,Tier_2,1
11,3,1.0,1,0,Tier_3,1
52,4,2.62,3,1,Tier_3,1
32,4,0.95,1,1,Tier_2,0
2,3,1.84,2,2,Tier_2,1
47,1,4.66,2,0,Tier_3,0
14,1,0.92,1,1,Tier_3,1
20,4,7.63,1,2,Tier_1,1
22,4,5.01,0,1,Tier_2,1
11,3,2.27,1,1,Tier_2,1
27,2,1.33,1,1,Tier_3,1
3,3,5.59,0,2,Tier_1,0
17,3,1.88,1,1,Tier_3,1
44,4,2.53,1,2,Tier_2,1
56,3,2.74,1,2,Tier_1,1
28,0,2.23,1,2,Tier_3,1
29,5,2.22,1,1,Tier_1,1
21,2,2.96,0,3,Tier_1,1
47,2,1.93,2,1,Tier_3,1
16,3,0.93,0,1,Tier_3,1
37,2,1.26,0,2,Tier_1,0
59,2,7.33,1,2,Tier_3,1
20,2,1.67,1,1,Tier_1,1
6,1,1.63,3,3,Tier_2,1
19,3,6.22,3,2,Tier_1,1
57,4,0.72,0,1,Tier_1,1
5,1,4.75,2,1,Tier_3,1
3,2,1.35,2,0,Tier_3,1
59,3,0.87,1,1,Tier_2,0
1,2,6.67,1,0,Tier_3,1
58,4,2.85,0,2,Tier_2,1
38,0,1.05,0,1,Tier_3,1
15,4,8.1,0,1,Tier_1,1
34,2,0.9,0,1,Tier_2,1
35,7,2.91,1,0,Tier_2,1
49,4,1.07,0,1,Tier_3,1
25,2,4.53,1,1,Tier_1,1
24,2,4.26,1,2,Tier_3,1
12,6,2.66,0,0,Tier_2,1
18,2,4.95,1,0,Tier_2,1
15,8,0.59,0,2,Tier_1,1
44,3,3.15,0,1,Tier_2,1
16,2,3.82,2,2,Tier_2,1
27,2,0.96,1,0,Tier_2,1
8,4,3.47,1,1,Tier_2,0
46,4,2.71,0,2,Tier_2,1
25,6,5.53,1,1,Tier_3,1
17,4,2.96,0,1,Tier_1,1
29,4,2.44,1,2,Tier_2,1
53,5,0.97,0,0,Tier_2,1
8,3,2.99,0,0,Tier_3,0
15,2,4.39,1,0,Tier_2,1
27,3,7.81,2,1,Tier_3,1
46,2,2.97,0,1,Tier_3,0
50,2,6.28,2,3,Tier_1,1
52,8,2.55,0,1,Tier_2,1
7,2,0.81,0,0,Tier_3,1
3,4,13.5,1,1,Tier_3,1
29,8,3.98,0,0,Tier_1,1
44,5,0.65,0,0,Tier_2,1
53,7,4.58,0,1,Tier_1,1
24,3,1.8,0,0,Tier_3,1
58,1,1.67,0,2,Tier_1,1
3,2,6.33,1,1,Tier_1,1
20,2,1.21,2,0,Tier_2,1
46,2,0.47,0,1,Tier_1,1
15,6,1.26,1,1,Tier_3,1
25,2,4.19,1,0,Tier_1,1
30,5,3.42,1,0,Tier_2,1
14,2,4.0,2,1,Tier_1,1
7,4,5.31,1,1,Tier_3,1
17,5,3.15,1,2,Tier_2,0
44,1,1.05,1,1,Tier_1,1
20,4,1.64,0,1,Tier_1,1
36,1,5.44,1,1,Tier_2,1
9,5,0.07,1,0,Tier_3,1
38,6,4.13,1,0,Tier_3,1
48,4,1.23,1,2,Tier_3,1
57,3,7.6,0,3,Tier_2,1
22,1,0.66,0,3,Tier_3,1
54,1,1.93,2,2,Tier_2,1
53,1,6.17,2,0,Tier_2,1
53,3,4.62,0,0,Tier_2,1
2,2,1.45,1,2,Tier_1,1
24,0,2.21,0,0,Tier_1,1
8,1,7.35,1,0,Tier_3,0
11,6,1.18,2,1,Tier_3,1
13,4,4.66,1,0,Tier_1,1
17,2,0.89,1,1,Tier_1,1
8,4,1.69,1,1,Tier_3,1
21,5,2.91,0,2,Tier_1,1
18,0,2.53,0,0,Tier_3,1
30,0,3.55,4,1,Tier_3,1
18,4,1.99,1,2,Tier_3,1
46,3,2.12,1,1,Tier_3,1
47,4,2.49,1,1,Tier_3,1
31,1,2.22,4,2,Tier_3,1
38,3,7.23,0,2,Tier_3,1
32,4,1.8,1,1,Tier_2,1
11,2,2.51,0,1,Tier_1,1
45,5,11.13,0,0,Tier_2,0
25,2,3.48,1,2,Tier_3,1
33,4,0.31,0,6,Tier_3,0
38,2,2.71,2,0,Tier_2,1
41,3,4.4,2,2,Tier_2,1
8,3,3.42,0,2,Tier_3,1
11,0,4.63,0,0,Tier_1,0
22,5,8.22,2,2,Tier_1,1
51,5,2.85,1,2,Tier_1,1
24,2,1.06,0,2,Tier_3,1
41,2,1.23,0,1,Tier_1,0
17,1,2.18,0,1,Tier_1,1
12,0,8.11,0,0,Tier_1,1
57,5,1.61,0,1,Tier_2,1
46,2,2.86,1,2,Tier_3,0
32,5,4.8,1,1,Tier_2,1
15,3,0.95,2,0,Tier_1,1
16,1,8.51,0,1,Tier_2,0
54,1,5.11,2,1,Tier_2,1
22,4,6.5,1,1,Tier_2,1
28,5,1.23,1,1,Tier_3,1
20,1,2.68,2,0,Tier_2,1
33,0,4.1,1,0,Tier_2,1
10,1,2.13,2,2,Tier_1,1
40,7,0.36,2,0,Tier_2,1
32,4,3.77,0,2,Tier_1,1
50,5,1.04,1,1,Tier_1,1
33,2,3.76,0,1,Tier_2,1
2,4,1.26,1,1,Tier_1,1
33,4,3.03,0,2,Tier_3,1
33,0,2.87,1,0,Tier_2,0
41,3,0.82,0,2,Tier_3,1
13,3,0.85,1,1,Tier_2,1
30,5,9.48,1,0,Tier_1,1
33,3,2.24,1,0,Tier_2,1
13,5,1.19,0,1,Tier_1,0
52,4,4.57,0,4,Tier_3,1
26,0,1.56,0,0,Tier_3,0
22,2,3.21,1,0,Tier_2,1
39,1,3.42,1,2,Tier_3,1
2,3,3.99,0,3,Tier_1,1
38,5,0.94,0,1,Tier_2,0
39,6,6.52,0,3,Tier_2,1
26,2,2.21,0,0,Tier_1,1
46,2,2.86,0,1,Tier_3,0
58,6,1.94,0,2,Tier_2,1
50,9,3.87,2,1,Tier_2,1
15,3,5.15,0,2,Tier_2,1
34,0,1.03,2,2,Tier_1,1
42,3,3.44,2,1,Tier_3,0
55,1,1.98,2,1,Tier_2,1
44,3,3.62,2,1,Tier_1,1
49,3,2.94,2,2,Tier_1,1
40,2,4.39,2,0,Tier_1,1
11,0,3.3,2,2,Tier_1,1
3,4,0.61,2,3,Tier_1,1
59,3,5.51,0,1,Tier_3,0
6,2,1.96,0,0,Tier_2,1
9,1,4.29,1,0,Tier_2,1
6,3,1.33,0,0,Tier_1,1
9,0,0.69,2,5,Tier_1,1
39,4,5.03,2,2,Tier_1,1
31,4,2.8,3,1,Tier_3,1
32,1,1.91,0,1,Tier_2,1
41,3,1.56,0,1,Tier_1,1
50,3,4.73,0,0,Tier_3,1
12,3,6.17,0,1,Tier_1,1
8,6,7.85,0,0,Tier_2,1
8,5,0.73,1,2,Tier_3,1
50,5,1.79,0,0,Tier_1,1
28,3,4.57,1,3,Tier_3,1
20,2,1.15,0,0,Tier_3,0
47,5,3.89,1,2,Tier_2,1
59,5,10.44,1,1,Tier_3,1
7,6,1.24,2,3,Tier_1,1
11,1,3.18,1,0,Tier_1,1
20,4,0.17,0,1,Tier_1,1
16,1,2.11,0,3,Tier_2,1
4,1,3.11,1,2,Tier_1,1
6,4,3.25,2,2,Tier_2,1
58,5,3.21,3,1,Tier_1,1
22,2,0.94,3,2,Tier_1,1
26,1,2.05,2,0,Tier_1,1
3,5,1.98,1,1,Tier_1,1
41,5,3.67,0,1,Tier_3,1
42,1,7.09,0,2,Tier_2,0
14,3,0.08,0,2,Tier_2,0
11,7,2.5,2,1,Tier_2,1
18,3,4.49,0,0,Tier_2,1
54,2,6.17,0,3,Tier_1,1
12,2,3.36,1,1,Tier_1,1
23,5,7.37,0,0,Tier_2,1
12,2,0.71,2,1,Tier_2,0
13,2,0.56,1,2,Tier_1,1
25,3,0.79,0,0,Tier_2,1
45,2,2.42,1,1,Tier_3,1
51,3,5.83,1,0,Tier_2,1
58,2,2.22,1,3,Tier_2,1
19,2,0.91,1,3,Tier_1,1
55,0,3.59,2,1,Tier_2,1
46,7,6.11,5,2,Tier_2,1
36,5,6.46,3,1,Tier_3,1
45,1,5.63,2,2,Tier_1,1
8,1,4.71,0,3,Tier_1,1
29,2,1.76,0,0,Tier_3,0
55,3,3.05,4,1,Tier_2,1
53,2,5.89,0,2,Tier_2,1
55,3,1.79,1,0,Tier_3,1
32,4,5.09,0,3,Tier_1,1
51,3,6.92,1,0,Tier_2,1
44,9,1.35,1,1,Tier_1,1
18,3,4.22,3,2,Tier_2,1
6,4,0.81,1,4,Tier_3,1
18,1,2.78,0,0,Tier_1,1
19,4,7.79,0,0,Tier_1,1
22,1,1.18,4,0,Tier_3,1
37,4,0.64,2,0,Tier_1,1
32,2,3.17,0,1,Tier_1,1
56,5,1.38,0,3,Tier_1,1
41,3,5.86,1,2,Tier_3,1
59,4,7.22,0,1,Tier_3,1
3,1,1.84,1,1,Tier_3,0
28,2,1.51,0,4,Tier_3,1
10,3,1.13,1,0,Tier_3,0
51,6,1.67,1,0,Tier_3,1
35,5,0.62,0,1,Tier_2,1
29,4,0.37,1,2,Tier_2,1
54,3,2.67,0,1,Tier_2,1
15,5,5.08,0,1,Tier_2,1
33,3,4.17,0,1,Tier_3,1
7,3,1.56,1,1,Tier_3,1
12,5,5.87,0,2,Tier_1,1
49,5,2.32,1,2,Tier_1,1
30,3,0.29,0,0,Tier_1,1
21,4,3.54,2,1,Tier_2,1
31,2,1.55,0,1,Tier_1,0
58,2,4.05,1,1,Tier_3,1
24,1,2.37,0,1,Tier_1,1
20,3,4.82,0,0,Tier_2,0
37,4,5.64,0,1,Tier_1,1
4,1,1.98,0,2,Tier_2,1
28,3,1.38,0,0,Tier_2,1
44,5,1.77,1,0,Tier_3,1
20,1,1.48,1,0,Tier_2,0
24,4,2.18,0,0,Tier_3,1
50,1,2.94,2,1,Tier_2,1
49,9,3.71,0,6,Tier_3,1
51,2,2.99,1,2,Tier_2,1
32,0,2.22,1,1,Tier_3,1
41,2,3.7,1,1,Tier_2,0
36,3,1.85,0,1,Tier_2,0
58,1,2.18,0,2,Tier_2,1
53,2,1.16,3,1,Tier_1,1
34,4,0.23,1,1,Tier_2,1
36,1,2.34,1,1,Tier_1,1
2,2,2.47,3,1,Tier_2,1
15,2,1.56,0,0,Tier_1,1
34,0,3.76,2,2,Tier_3,0
36,2,9.0,2,0,Tier_1,1
6,4,1.0,2,1,Tier_1,1
39,5,4.78,0,3,Tier_3,1
42,3,4.18,0,0,Tier_2,1
51,6,1.01,0,3,Tier_2,1
51,2,0.95,2,0,Tier_3,1
58,3,0.72,0,2,Tier_2,1
54,4,7.38,1,1,Tier_2,1
12,5,7.93,3,3,Tier_1,1
3,1,7.46,0,0,Tier_1,1
45,3,4.77,1,0,Tier_2,1
18,1,2.69,1,2,Tier_2,1
40,4,2.82,2,1,Tier_1,1
21,4,0.33,2,1,Tier_1,1
15,3,1.31,1,1,Tier_3,1
33,1,1.49,3,1,Tier_2,1
35,3,0.85,0,0,Tier_3,1
26,0,3.36,3,0,Tier_2,1
8,2,1.89,1,1,Tier_3,1
36,2,1.93,2,0,Tier_2,1
48,8,3.49,0,0,Tier_2,1
30,0,2.31,1,0,Tier_1,0
23,0,2.68,2,3,Tier_1,1
42,4,0.8,0,1,Tier_3,1
44,1,0.89,2,0,Tier_3,0
14,0,0.62,0,2,Tier_2,1
14,4,7.37,0,3,Tier_1,1
2,5,4.99,1,3,Tier_3,1
55,4,1.87,2,0,Tier_3,1
37,3,2.06,2,1,Tier_1,1
5,5,6.48,0,2,Tier_1,1
38,3,2.23,1,2,Tier_1,1
45,1,2.35,1,3,Tier_2,1
41,1,2.63,2,1,Tier_2,1
54,0,2.44,1,0,Tier_1,0
47,5,0.57,3,1,Tier_1,0
14,3,1.46,0,1,Tier_3,0
56,2,0.94,1,1,Tier_2,0
39,2,1.47,1,0,Tier_3,0
25,4,3.07,1,3,Tier_3,1
20,3,3.84,0,4,Tier_3,1
2,2,2.29,1,0,Tier_1,1
39,3,1.55,1,3,Tier_1,1
6,3,1.22,0,0,Tier_2,1
17,2,1.99,0,0,Tier_2,1
59,3,2.63,0,0,Tier_2,1
25,2,1.2,0,2,Tier_1,1
57,2,2.19,1,0,Tier_1,0
28,3,1.22,0,1,Tier_2,1
2,4,3.93,4,2,Tier_1,1
35,5,1.55,0,2,Tier_3,0
37,4,1.95,1,3,Tier_3,1
5,3,2.8,1,2,Tier_1,1
1,5,4.61,1,1,Tier_2,1
40,2,1.95,0,1,Tier_1,1
12,4,1.56,2,1,Tier_2,1
56,3,3.95,1,1,Tier_3,1
36,4,1.39,2,3,Tier_1,1
45,4,0.99,2,0,Tier_2,1
23,1,2.04,0,1,Tier_3,1
47,2,2.46,0,3,Tier_1,1
31,4,7.84,1,1,Tier_1,1
11,3,0.88,1,0,Tier_2,1
10,3,1.19,1,2,Tier_2,0
3,6,3.08,1,1,Tier_3,1
54,4,2.67,1,0,Tier_2,1
14,6,5.83,1,0,Tier_2,1
16,4,0.8,1,2,Tier_2,1
10,1,4.31,0,1,Tier_1,1
29,4,3.7,4,0,Tier_1,1
10,3,0.84,1,0,Tier_2,1
12,5,2.03,0,1,Tier_1,1
30,3,1.36,1,1,Tier_3,1
41,2,0.84,2,1,Tier_2,1
1,1,3.7,0,0,Tier_3,0
5,2,5.69,1,1,Tier_1,1
20,5,3.23,0,0,Tier_2,1
8,2,1.55,2,2,Tier_1,1
43,5,2.42,0,1,Tier_1,1
12,4,4.98,0,3,Tier_2,1
1,1,6.93,0,1,Tier_1,1
57,2,1.99,0,2,Tier_3,1
54,1,3.64,0,2,Tier_3,1
20,2,2.78,1,1,Tier_1,0
28,2,0.8,0,2,Tier_3,0
57,3,4.28,2,2,Tier_1,1
43,3,3.58,2,1,Tier_2,0
37,6,5.04,1,1,Tier_1,1
47,6,2.81,3,2,Tier_3,1
37,2,1.31,2,0,Tier_3,1
12,4,2.2,1,1,Tier_2,1
37,5,1.56,2,1,Tier_1,1
49,3,2.58,0,1,Tier_3,1
49,3,2.34,2,1,Tier_2,1
56,3,8.3,2,1,Tier_2,1
44,5,11.08,2,2,Tier_2,1
56,2,0.82,2,1,Tier_2,0
28,3,2.38,0,2,Tier_1,1
47,3,3.8,1,2,Tier_2,1
15,3,1.25,4,0,Tier_2,1
6,2,2.48,0,0,Tier_2,0
44,3,2.43,0,1,Tier_3,0
59,2,5.68,0,2,Tier_1,1
20,5,5.74,1,3,Tier_2,1
50,4,1.4,1,0,Tier_1,1
14,4,2.74,0,1,Tier_2,0
2,2,3.09,0,2,Tier_1,1
9,3,0.23,0,3,Tier_1,1
37,5,1.94,1,2,Tier_2,1
20,2,0.18,1,1,Tier_3,1
26,5,2.67,2,0,Tier_2,1
29,0,1.39,0,0,Tier_1,0
1,2,3.13,0,1,Tier_1,1
55,0,2.08,2,0,Tier_3,1
35,1,3.68,0,1,Tier_1,1
6,3,8.09,0,2,Tier_3,1
37,4,0.94,2,2,Tier_1,1
53,3,2.99,2,1,Tier_1,1
59,6,2.24,1,3,Tier_2,1
5,3,3.5,3,2,Tier_3,1
33,3,2.72,0,1,Tier_1,1
49,5,1.26,1,1,Tier_1,1
51,5,3.2,1,2,Tier_1,1
14,1,2.65,0,2,Tier_2,1
12,3,2.6,0,1,Tier_2,1
42,3,2.34,1,0,Tier_1,1
20,4,4.1,1,2,Tier_1,1
53,6,1.71,0,1,Tier_1,1
50,4,3.44,1,3,Tier_2,1
24,5,2.56,1,2,Tier_1,1
59,4,2.02,0,2,Tier_2,1
43,3,2.6,2,2,Tier_1,1
34,2,3.88,0,2,Tier_3,1
25,3,9.23,2,0,Tier_2,1
50,2,2.85,0,0,Tier_1,1
29,4,2.43,1,0,Tier_3,1
57,3,2.21,0,1,Tier_3,0
39,2,1.56,1,2,Tier_1,1
31,4,6.94,0,1,Tier_3,1
56,1,13.46,1,2,Tier_3,1
47,3,2.04,0,1,Tier_2,1
43,3,1.39,2,1,Tier_1,1
50,3,0.6,2,0,Tier_3,0
23,4,9.3,1,1,Tier_1,1
44,0,4.99,0,2,Tier_2,1
38,2,2.09,0,0,Tier_1,1
20,2,3.91,3,0,Tier_2,1
23,2,2.32,2,0,Tier_3,1
45,5,1.3,0,2,Tier_3,0
52,2,4.65,1,1,Tier_3,1
16,2,4.82,0,0,Tier_2,1
50,2,0.67,1,0,Tier_1,1
42,3,0.56,1,0,Tier_1,1
55,3,3.85,1,2,Tier_2,1
8,5,0.77,0,3,Tier_3,1
50,3,1.16,3,1,Tier_2,1
21,2,3.88,2,2,Tier_2,1
1,6,3.27,1,0,Tier_1,1
55,5,2.23,1,2,Tier_2,1
8,4,1.93,2,0,Tier_1,1
29,3,1.54,3,2,Tier_3,1
32,3,0.91,0,0,Tier_3,0
38,1,3.25,0,1,Tier_1,0
5,2,1.83,0,0,Tier_2,1
47,5,2.35,3,1,Tier_1,1
22,2,1.22,2,2,Tier_2,1
47,5,0.59,1,0,Tier_1,0
34,5,1.08,0,0,Tier_3,1
1,2,1.12,0,3,Tier_1,1
55,5,4.1,0,0,Tier_2,1
55,5,4.82,0,3,Tier_2,0
26,2,0.84,1,0,Tier_1,0
43,4,3.17,2,2,Tier_1,1
10,1,0.62,0,0,Tier_1,1
30,3,1.61,1,3,Tier_2,1
50,6,7.18,0,5,Tier_3,1
18,4,1.88,1,1,Tier_2,1
17,2,4.39,0,2,Tier_1,1
26,6,1.86,0,0,Tier_1,1
8,5,2.86,2,0,Tier_1,1
47,4,1.67,1,1,Tier_2,1
40,7,2.08,2,3,Tier_1,1
49,5,8.09,0,3,Tier_1,1
12,4,5.91,0,1,Tier_1,0
27,3,2.02,0,0,Tier_1,1
8,2,3.36,1,1,Tier_2,1
25,3,5.02,2,1,Tier_2,1
46,3,5.0,1,0,Tier_1,1
4,3,3.39,2,2,Tier_1,1
33,3,0.25,0,0,Tier_3,1
1,0,7.44,0,2,Tier_1,1
19,6,4.82,1,0,Tier_1,0
31,3,2.27,1,0,Tier_1,1
16,4,2.94,0,1,Tier_1,1
14,0,4.79,0,1,Tier_1,1
53,1,6.12,0,2,Tier_2,0
48,2,2.04,0,2,Tier_1,1
5,1,1.45,1,1,Tier_2,1
41,4,2.17,0,3,Tier_2,0
26,2,3.95,1,0,Tier_1,1
28,4,1.87,0,0,Tier_1,1
2,4,0.59,1,0,Tier_2,1
50,2,3.02,1,2,Tier_3,0
6,5,3.97,0,0,Tier_2,1
9,5,3.27,1,1,Tier_2,1
33,1,3.33,2,1,Tier_1,1
41,5,4.45,0,1,Tier_2,0
25,2,5.22,2,1,Tier_1,1
48,1,3.96,0,0,Tier_2,0
13,5,3.34,2,1,Tier_1,1
9,6,3.56,1,2,Tier_1,1
53,1,0.81,1,1,Tier_1,0
13,5,1.19,1,3,Tier_2,1
31,3,11.05,2,1,Tier_3,1
41,0,5.35,2,0,Tier_2,1
11,1,2.32,1,1,Tier_2,1
4,5,3.6,2,2,Tier_1,1
34,2,1.63,1,1,Tier_3,0
38,3,3.81,0,3,Tier_1,1
46,3,4.91,1,1,Tier_1,1
4,4,6.01,1,2,Tier_1,1
38,3,3.19,2,1,Tier_3,1
19,4,0.79,0,2,Tier_1,1
6,3,5.29,0,2,Tier_3,1
34,7,3.56,2,2,Tier_1,1
18,3,1.29,1,2,Tier_3,1
13,3,1.21,1,2,Tier_1,1
41,1,5.73,0,1,Tier_2,1
23,3,1.59,0,0,Tier_1,0
19,2,3.8,1,0,Tier_1,1
45,5,5.93,1,0,Tier_2,1
11,6,2.91,0,1,Tier_1,1
1,4,3.75,1,0,Tier_1,1
24,4,1.8,0,1,Tier_1,1
54,2,3.89,3,0,Tier_2,1
7,3,2.62,2,0,Tier_1,1
25,5,0.9,1,0,Tier_3,1
21,2,0.39,2,0,Tier_3,1
15,3,4.38,1,1,Tier_1,1
1,3,5.22,2,1,Tier_1,1
12,3,2.2,0,1,Tier_3,0
58,4,1.11,2,1,Tier_1,1
7,3,2.27,0,1,Tier_2,1
15,0,5.63,1,1,Tier_2,0
21,3,2.52,1,0,Tier_1,1
19,2,3.12,1,3,Tier_3,1
29,6,2.36,3,0,Tier_2,1
25,1,1.65,2,1,Tier_2,1
33,2,2.8,2,1,Tier_2,1
49,2,3.7,0,0,Tier_1,1
32,1,3.18,1,0,Tier_3,1
49,4,8.12,2,1,Tier_2,1
35,5,3.94,0,1,Tier_1,1
44,2,5.3,0,0,Tier_3,1
38,4,1.7,0,0,Tier_2,1
26,4,2.26,0,0,Tier_1,1
11,3,1.31,1,2,Tier_1,1
35,4,2.49,0,1,Tier_2,1
8,2,1.41,0,0,Tier_1,0
46,2,7.28,2,1,Tier_3,1
14,3,1.91,0,1,Tier_3,1
10,3,3.59,1,4,Tier_2,1
2,2,0.28,1,2,Tier_2,1
46,2,8.47,2,0,Tier_3,1
9,6,1.86,1,1,Tier_1,0
3,2,3.45,1,0,Tier_2,1
21,4,2.56,1,2,Tier_1,0
26,2,1.5,0,1,Tier_2,1
8,4,2.76,1,0,Tier_3,1
48,3,1.39,0,0,Tier_1,1
2,0,6.07,2,1,Tier_3,1
6,4,1.59,1,0,Tier_2,1
28,2,1.17,0,0,Tier_3,1
53,2,3.25,1,0,Tier_3,0
29,3,7.11,1,2,Tier_3,1
26,6,1.18,0,0,Tier_3,1
25,5,1.77,1,1,Tier_1,1
12,5,2.09,1,2,Tier_2,1
5,0,7.53,1,1,Tier_1,1
34,4,3.62,1,2,Tier_2,1
48,4,0.32,1,2,Tier_2,1
37,3,2.96,1,1,Tier_3,1
15,4,3.32,0,0,Tier_2,1
44,2,1.05,2,2,Tier_2,1
36,2,1.4,1,4,Tier_1,1
15,1,2.81,0,1,Tier_3,0
43,5,2.87,1,3,Tier_2,1
48,2,1.58,4,2,Tier_3,1
23,0,1.22,1,2,Tier_3,1
6,3,0.92,1,2,Tier_3,0
46,3,3.43,3,2,Tier_2,1
50,4,3.44,2,1,Tier_3,0
44,2,0.27,1,0,Tier_2,1
59,4,3.93,1,0,Tier_2,1
43,4,2.27,1,1,Tier_2,1
45,0,1.58,0,1,Tier_1,1
21,1,3.67,3,3,Tier_1,1
23,4,1.04,0,0,Tier_2,1
43,1,0.26,2,0,Tier_3,1
55,3,2.72,1,2,Tier_2,1
16,2,4.07,1,0,Tier_2,1
47,3,4.78,1,2,Tier_2,1
53,0,3.68,0,2,Tier_1,0
15,0,1.93,0,0,Tier_2,1
25,4,0.57,2,1,Tier_2,1
